ITAM ID	EDM Source System Name	Database Name	Certified (Yes/No)	Table Name	Column Name	Data Type	Column Length	Nullable (Yes/No)	Primary Key	PII	Data Lineage	Business Alias Name	Business Alias Description	CDE (Yes/No)	Example	Derived (Yes/No)	Derivation Logic	Sourced From Upstream (Yes/No)	System Checks
8666	hic	ut omnis voluptatem cupiditate	dolorem et vel mollitia blanditiis	veritatis earum dolorem amet itaque	ea corporis corporis voluptas	itaque omnis molestias	veniam laudantium	maxime rerum consequatur	voluptatibus enim provident ullam magnam	at soluta et deserunt id	libero			ducimus distinctio natus in qui					
5426	totam temporibus occaecati quidem reiciendis	sint saepe est	dicta molestiae quia	illum qui illo	consequatur adipisci	quo et distinctio fugiat	perferendis iste ut veritatis	ut corporis qui aliquid dolore	aspernatur et eum omnis quo	dolores consequatur	cupiditate consequatur			qui delectus					
1864	sint repellat quam ipsa architecto	quia ad fuga recusandae	earum voluptatibus	aut vitae error possimus dolor	quia eligendi soluta totam	voluptas voluptatem nulla	atque eos rerum autem	sint repellat nostrum corporis culpa	pariatur	amet quasi nam id	a natus doloremque nam			ut quaerat					
6531	et quisquam est et maiores	et qui suscipit eaque architecto	ipsam ad et et quas	aut alias	unde mollitia ea	sapiente	deleniti	quia explicabo	veniam consequatur accusantium aut	et quasi corporis	expedita			nihil					
1153	natus dolor error	sed sunt	sint non aut vel	consequatur architecto eligendi est itaque	possimus nisi exercitationem	eveniet	quisquam placeat ad ut	magnam	fugit voluptates facere	quo occaecati	et deserunt quia			sit voluptatem					
7291	et magnam odit soluta	blanditiis provident	voluptatibus optio labore	eaque quos	soluta praesentium et culpa eos	dolorem sint	nam consequatur ut voluptas qui	consequatur	maxime rerum autem et et	praesentium non	voluptate omnis			maiores nostrum sed					
5952	voluptas nostrum voluptatem dolorem	vel tenetur	ut laudantium itaque quia	sed repudiandae fuga	ut provident molestiae quia	ut ut	eaque	eaque rerum aut iure	sed ipsa ea	eaque dolorum voluptas	dolore alias iusto non tenetur			voluptas et eos possimus et					
7026	et pariatur vero repudiandae	similique	porro non aut	debitis	repudiandae laborum dignissimos nisi odio	minus dolores voluptatem voluptas	animi minus reiciendis pariatur aliquam	culpa qui	cum velit quod	eius perferendis sunt reprehenderit	sit dicta doloremque			excepturi et quod					
6201	quos vero eius expedita	et consequatur	voluptatem	dolor omnis occaecati aut	veritatis asperiores omnis eos qui	quas esse	beatae quia	porro optio saepe	porro qui	ad	cumque suscipit incidunt omnis			alias					
409	adipisci asperiores velit dicta	ratione quasi error nemo similique	aut doloribus	illum ut est non	voluptatum illum aut libero	sint	adipisci ea modi nemo perferendis	recusandae ratione ut	quam illo illo omnis quos	odit voluptas	et doloribus necessitatibus			omnis repellat molestiae iure					
6511	optio dolor voluptatum	sunt nihil nobis	voluptate	molestias molestias	dolor molestiae cum	veniam sed nostrum dicta	laborum	qui	voluptatibus sed	illum	quaerat vero nisi consequatur			facilis iure					
7286	et rem dignissimos	sint	doloribus officia	consequatur officiis qui aut explicabo	consequatur id maiores	consequatur minima pariatur	omnis	eos error	debitis quo reiciendis asperiores	qui porro dicta recusandae voluptates	occaecati in distinctio			omnis quia provident tempora voluptate					
4577	sit non exercitationem reiciendis	repudiandae error velit reiciendis praesentium	repellendus reiciendis et	possimus tenetur earum perferendis soluta	dolorem eos velit	accusantium rerum praesentium	earum sunt et	aut	vero rerum dolorem	et	et fugit			quas nam aut sit					
118	natus	eligendi quod	culpa sit voluptatem	voluptates omnis rerum totam aut	ipsum	aperiam	facere odit	nihil ipsam sed qui quo	velit neque accusantium	qui vero praesentium	est ab error			odio					
8495	qui ipsam porro	porro omnis	culpa et ipsa incidunt	molestiae rerum voluptas eius	omnis	dolorem	quam dolor ut minima aliquid	aut quasi ex voluptatum	voluptatem iusto accusamus nisi	aut	praesentium sed ad optio sed			libero ipsa expedita magnam					
5402	minus	eos dolorum	totam placeat cumque doloribus incidunt	reprehenderit labore velit	consequatur dignissimos	autem perspiciatis	non	vero earum earum repellendus	cupiditate	natus omnis	sunt quos et qui			rem ab ea esse					
2836	odio et rem qui	doloribus	rerum et quisquam	quisquam distinctio nobis vitae ex	voluptatem et illo	qui dolorem	ut	sunt quam sed in iste	sint tempore officia	ad enim vel enim	mollitia voluptas odio			quam mollitia doloremque est					
1314	et deleniti quia alias labore	cupiditate minima	sit voluptas qui	et nisi assumenda itaque quia	ipsam quas odio sint	quasi quia quam officiis quod	aperiam aspernatur qui minus consequuntur	ullam libero est earum cumque	iure	voluptate voluptatem illum sed repellat	laudantium			perspiciatis eius laborum rerum					
8998	debitis labore quisquam dolor	numquam provident minus	eum velit	suscipit voluptatibus	iusto velit	hic et	error	officia magni	quia	tenetur	quibusdam ducimus sapiente doloribus			quos quia id aliquid quisquam					
1959	corporis dolores alias in quaerat	dicta sed totam	id cupiditate quia	in	nulla dolorem maiores et deleniti	est qui	dolores non consequuntur qui ipsum	cumque omnis	atque libero aut	et accusantium voluptatem maxime ut	quidem beatae consequatur			soluta ut aspernatur earum quia					
1610	perferendis iste perspiciatis facere	pariatur	facilis culpa	sed et vel est repudiandae	nobis	consequatur quia consequatur	in ut dolorum	quis	molestiae eveniet voluptate autem hic	est	ut maiores corrupti explicabo voluptatem			qui est molestiae					
6512	similique vel	modi voluptas eum suscipit	dolorem non quibusdam	distinctio provident doloribus	rerum ut	omnis est accusantium quos	numquam in nemo	similique omnis	soluta	blanditiis ab porro	vel quaerat sunt occaecati optio			est					
9129	modi sunt id	cum provident	accusantium deleniti pariatur consequuntur cumque	dolor ea itaque enim qui	cupiditate	voluptas occaecati	eum repudiandae et qui unde	consectetur similique atque corporis unde	soluta id laudantium	iusto	asperiores ut molestias			mollitia ut earum					
9632	dignissimos dolorum	non ea aut dolor	beatae est doloribus	nesciunt modi ullam	libero qui ipsum	vero laboriosam quae voluptas aut	ut	recusandae dolor	consectetur	sint autem aut repudiandae	ut pariatur in cupiditate			officiis porro odit					
6668	numquam aliquid veniam	fugiat	voluptatem explicabo	officiis quasi	sunt ea autem dicta nostrum	illum neque odio ea quasi	aut sit laudantium doloremque et	illo id unde magni	neque	debitis est	nobis facilis dolor rem ut			assumenda					
9423	non	quia blanditiis ea	dolorum quia	qui architecto ullam consequatur quo	incidunt	sunt	sit aut illum sit	eos labore	vitae sit at	iusto mollitia	perspiciatis			et					
7145	quia facere	nulla veritatis delectus et	earum facere earum corporis inventore	quas ipsam aperiam hic iste	et enim	repudiandae sint recusandae accusamus	in debitis	molestias qui	libero perferendis unde et	exercitationem	doloremque ut eligendi			sint delectus eveniet modi molestiae					
2150	ut recusandae eum quo	a modi ducimus ut sed	perspiciatis quae impedit sit	minima cupiditate hic dolor	itaque nisi tenetur	porro dolorem	aut et qui consequuntur quos	officia sed	animi vel quibusdam aspernatur explicabo	voluptates consequatur cumque fugiat molestiae	ea ut ea rerum vel			sapiente					
1856	soluta	ut ipsa nemo ratione consequatur	et mollitia sed accusamus cum	officia	quas	eligendi harum ducimus earum	id explicabo	odit	quos	autem atque doloremque architecto illo	et qui			reprehenderit					
5491	dolores consequatur excepturi quia	iste	quisquam	voluptate eligendi nisi eum	odit cupiditate	sunt qui eveniet optio officiis	amet	reiciendis vel velit quaerat	et quis	provident	tempora perspiciatis			molestiae ratione occaecati dolore et					
5931	ad nam eveniet neque	dolor ipsa eos omnis velit	enim eum odit provident beatae	sit neque et eum et	dignissimos voluptatem quasi ad	neque beatae	reprehenderit nostrum sapiente nostrum quaerat	rerum	architecto quia perferendis molestiae tenetur	provident quas sed ut officia	dolores inventore qui			maiores					
2657	est facilis	labore consectetur	sint	animi ut	corrupti cum et	delectus enim consectetur non	sit asperiores modi dolorem	cumque sed	ut quod	molestiae ea	sed quae quisquam			et ipsa cum quis accusamus					
9823	dolores quasi velit consequatur	repellat minima eum ut	dolorem voluptas omnis	unde rerum veniam	deleniti quam veniam veritatis quos	minus esse minus	reiciendis eligendi est maxime sunt	consequuntur rem non quia	aut	culpa nobis est	asperiores ut exercitationem rerum			ex distinctio velit					
1496	est	et omnis iure blanditiis minus	laboriosam	consequatur dignissimos a aut et	modi	consequatur veritatis nulla	sunt aperiam	distinctio vero magni	debitis expedita dolorum	assumenda non omnis	officia omnis ut qui			deserunt provident velit delectus					
4673	maiores porro quisquam	est aliquam culpa	vitae cupiditate	nostrum qui aut autem	quis est molestiae explicabo	voluptatem non et	et quos eos iste dicta	tempora cupiditate eius qui saepe	optio quo quaerat voluptas eum	aut deserunt vel unde	delectus enim et possimus neque			molestiae quidem					
7941	sunt dolor dolor et dolores	minus	accusantium mollitia commodi	perspiciatis nemo	voluptatem ea veritatis nihil et	eligendi	rerum voluptas quia	eum	occaecati vero sit est	occaecati asperiores eos	ut doloribus deserunt vitae est			eius					
4082	ipsum accusamus	vel expedita	distinctio mollitia	sed pariatur atque iste in	autem at non corrupti	distinctio	saepe	facilis aliquid	enim	ad quia a reprehenderit quia	itaque			praesentium fuga ut					
3038	dolorem corporis expedita ut qui	reprehenderit aliquam	earum aut ut tenetur	omnis aut esse	laboriosam odit aperiam et impedit	cupiditate dolor	aliquam numquam tempore odio	nisi et officia enim quas	odio veritatis maxime	sunt	eius debitis soluta debitis			voluptatem					
7386	laboriosam deserunt maxime exercitationem rerum	error voluptas soluta esse aut	eius	suscipit	ex	officiis quia	eos	quisquam	placeat	tempora ratione quo nulla	autem			rerum architecto cum ab					
3373	occaecati eos ea	nam	porro	aut harum	occaecati quia asperiores sequi laudantium	ut	quo similique qui vero	quam ut ut maiores	earum in blanditiis quia esse	eligendi non porro architecto excepturi	dolorem			illo					
4348	ipsum quisquam ratione rerum provident	deserunt voluptatem porro labore iusto	incidunt nisi et quam	ad delectus et praesentium	rem odio quo amet	ut eos qui	pariatur quia pariatur tempore qui	quasi	sit voluptatem exercitationem aut sed	odio temporibus maiores ut	facere necessitatibus non magnam explicabo			et quia quia commodi repudiandae					
7756	laboriosam tempora ullam odio sunt	molestias est voluptas	repellendus	nobis inventore at quam	et	suscipit sint ea	quos necessitatibus ea	fugiat	nesciunt libero	molestias	numquam impedit			accusantium corrupti eos nesciunt					
3620	quos	minima suscipit magni rem voluptatum	quibusdam neque et doloribus	ratione vero corrupti molestias non	aut autem alias	ut	ea	dolorem aut	perferendis adipisci ex incidunt	dolores	et voluptatum aut et quas			quia					
2454	illo iusto maxime sequi	error maxime sunt asperiores	vitae odio	quos	eum quia magni	aut odit	est necessitatibus	numquam voluptas et ipsam enim	quos est iusto voluptatibus	nulla et	molestiae quidem minus quibusdam facere			explicabo expedita aspernatur adipisci soluta					
3994	incidunt voluptatem velit voluptatem id	placeat veniam eligendi officia et	soluta et quasi	optio	aliquid quod rem corrupti	saepe aliquam	ut inventore unde incidunt ipsam	repellendus consequatur et	quidem voluptas repellendus quae	cumque	voluptatem voluptas			consequatur error quisquam					
4551	nostrum debitis animi cum placeat	labore	sed placeat in est	ipsa sint optio dicta aut	repellat aliquid consequuntur mollitia laboriosam	et	sed assumenda distinctio odio	natus	debitis illo ut quia non	voluptas modi sit hic	inventore enim			molestiae					
3732	magni	ut rem magni commodi	aut laudantium	odit	non	aliquid ab officiis	ab veniam optio veniam enim	nulla	corrupti nostrum dolores omnis	error possimus consequatur labore	molestiae eos a aut omnis			facere illum asperiores culpa quo					
2304	nam culpa magni	ad qui	voluptas repellendus tenetur quisquam	quam dignissimos perspiciatis molestiae	accusamus distinctio voluptates minima	et dignissimos inventore laborum vel	aliquam	minus praesentium et	autem veritatis possimus autem	unde molestiae nisi	odit illo quibusdam veniam quo			eaque veritatis ea sequi					
9199	eveniet	illum quidem sint harum	iure	voluptatem ab nostrum	beatae tempore explicabo fugiat	quae minus	dicta voluptas	quia impedit et aliquam minus	quo nisi nihil quasi velit	voluptatum est sit	modi eos			minus consequatur praesentium aliquam ullam					
5186	deserunt tempora non	autem	voluptatem optio quidem et placeat	error deserunt voluptatem nulla	et consectetur ex magni eos	iste repellat	quo ad et repudiandae	dolorem nesciunt aspernatur quam expedita	non reiciendis odit	exercitationem quisquam in et	eos sit sequi ut			quos					
2342	soluta quo rerum	non enim quia	architecto veritatis nobis optio eaque	sit quod enim consequatur rem	enim	sed repellat deserunt	officia non nobis	quas suscipit beatae sit et	placeat dolorem explicabo excepturi illum	temporibus quis aperiam	numquam possimus molestiae molestiae			et qui magni numquam explicabo					
4480	cumque non non	similique corporis	inventore	sed	quia et neque earum rerum	dolor in tempora aut	expedita blanditiis	nobis quasi	dicta dolorem	accusantium repellendus rerum dicta et	illo expedita sint et dolor			tempore quia quod et mollitia					
9163	beatae molestiae sint qui	est	sed	iste repellendus est quia	earum nihil inventore amet	explicabo	non iure voluptas	fugiat quia	quod id et fuga	similique	aperiam sunt ad quos laudantium			odio eligendi					
4800	consequatur odit	earum perferendis culpa omnis neque	qui aut	aut accusamus ullam ut	illo officia	atque aut vero	veritatis	consequatur ea explicabo unde nulla	accusamus enim laudantium tempore	quia illo est labore	vitae dolor sit non			voluptatem recusandae repellendus					
4079	et	sed dolor voluptates dolor	nihil	quidem expedita et	soluta	ut incidunt eveniet qui	eum fugiat delectus nisi	rem necessitatibus odio aut	sunt suscipit non	est deleniti aliquid eum	reprehenderit quod quis aut distinctio			non					
8869	suscipit	voluptas quam	veritatis non	doloribus iusto nulla et tempora	aspernatur	in	consequatur ducimus numquam quo	natus corrupti pariatur nesciunt dolorem	laborum	voluptas unde	quos veniam			facilis facilis enim					
3539	ipsa ea rerum facilis hic	pariatur sunt sed libero unde	aut autem	saepe aut architecto	id quia atque	provident a nesciunt consequatur vero	laudantium voluptas repellat	aut nostrum eos	neque	minima minus in	quis aut magni reiciendis			ratione aut vero inventore fuga					
8704	reprehenderit ut	temporibus consequatur non possimus	eum ipsam error	fugit aliquam consequatur	corrupti	non in	non veritatis quaerat ea ab	qui rerum corporis soluta molestiae	unde minus consequatur	nobis et inventore	facere tempora			corrupti ratione et					
